名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path
少水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于榖水,",prompt: 一幅描绘古代河流的水墨画，画面中有一条清澈蜿蜒的河流，名为少水，河水从画面左侧流向右侧，最终汇入另一条名为榖水的大河。两岸是茂密的树木和青翠的草地，远处有连绵起伏的山峦，天空中有几只飞鸟掠过，整个画面充满了宁静和谐的气息，展现了中国传统山水画的韵味。,地名\水名\少水.png
勺水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南流注于湨,",prompt：南流注于湨的勺水，清澈见底，蜿蜒曲折，两岸绿树成荫，山石嶙峋。画面中，远处群山环绕，云雾缭绕，近处水面波光粼粼，倒映着岸边的树木和山石。整个画面采用传统中国美学的彩色水墨风格，线条流畅，色彩淡雅，展现出一种宁静而幽远的意境。,地名\水名\勺水.png
生水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于河,",prompt: 一条清澈的河流，名为生水，从画面左侧蜿蜒向东流去，最终汇入右侧壮阔的黄河。河流两岸是葱郁的树木和起伏的山峦，远处群山若隐若现，云雾缭绕。整幅画面采用传统中国水墨画风格，色彩淡雅，线条流畅，富有诗意。,地名\水名\生水.png
爽水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西北流注于榖水,其中多碧緑,",prompt: 传统中国美学的彩色水墨风格，西北流向的爽水，缓缓注入榖水，水中碧绿清澈，岸边古木参天，山石嶙峋，远处群山若隐若现，画面充满宁静与祥和。,地名\水名\爽水.png
申水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"多白玉,",prompt: 申水，一条流淌着清澈水流的神秘河流，河岸两侧散落着无数白玉。画面中，河水在阳光下泛着淡淡的蓝光，河底可见细腻的白沙和晶莹剔透的白玉石。岸边长满了翠绿的竹林，几只仙鹤在河边悠闲地漫步。远处是连绵起伏的青山，云雾缭绕。整个场景充满了宁静与祥和，展现了传统中国水墨画的韵味。,地名\水名\申水.png
食水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東北流注于海,其中多鱅鱅之魚,",prompt: 一条名为食水的河流，东北流向大海，河水清澈见底。河中生活着许多鱅鱅鱼，这些鱼体态修长，鳞片闪烁着银光，在水中游动时如同流动的银线。画面采用传统中国美学的彩色水墨风格，远处是连绵起伏的山峦，近处是郁郁葱葱的树木，整幅画面宁静而富有诗意。,地名\水名\食水.png
師水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北流注于臯澤,其中多鱃魚,多文貝,",prompt: 一条名为师水的河流，北流注入皋泽，河水清澈见底，河中游弋着许多鱃鱼，河岸上散落着五彩斑斓的文贝，画面采用传统中国美学的彩色水墨风格，细腻描绘出河流、鱼类和贝壳的生动形象，展现出一种宁静而神秘的自然之美。,地名\水名\師水.png
汜水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的汜水，画面中展现了一条蜿蜒流淌的清澈河流，两岸是葱郁的树木和奇石，远处有层峦叠嶂的山峰，天空中有几只飞鸟掠过，整幅画面充满宁静和谐之美。,地名\水名\汜水.png
酸水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東流注于汾水,其中多羙赭,",prompt: 一条名为酸水的河流，东流注入汾水，河中盛产美丽的赭石。画面采用传统中国美学的彩色水墨风格，展现出蜿蜒曲折的河流，河水清澈见底，河床中散布着各种形态的美丽赭石，色彩斑斓。河岸两侧是茂密的植被，远处山峦起伏，云雾缭绕，营造出一种宁静而神秘的氛围。,地名\水名\酸水.png
汜天之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 汜天之水，浩渺无垠，水面波光粼粼，映照着天空的云彩。水面上有几只仙鹤翩翩起舞，远处山峦若隐若现，岸边生长着翠绿的芦苇和莲花，一幅宁静而祥和的景象。画面采用传统中国彩色水墨风格，笔触细腻，色彩淡雅，展现出汜天之水的神秘与壮丽。,地名\水名\汜天之水.png
三澤水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"名曰三淖,",prompt: 三澤水，名曰三淖，展现一片广阔而宁静的水域，水面波光粼粼，倒映着周围的山峦和树木。远处是连绵起伏的山脉，近处则是葱郁的林木，几只水鸟在水面低飞，增添了几分生动。整个画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，展现出一种古典而宁静的美感。,地名\水名\三澤水.png
滔雕之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北流注于洛,",prompt: 滔雕之水，北流注于洛，清澈见底的水流蜿蜒曲折，两岸是茂密的古木和奇花异草，远处山峦若隐若现。画面采用传统中国美学的彩色水墨风格，细腻描绘出水波荡漾、树木葱郁的景象，展现出一种宁静而神秘的氛围。,地名\水名\滔雕之水.png
天井,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"夏有水,冬竭,",prompt: 夏季时水流充沛，冬季则干涸的神秘水井，位于山间幽谷之中，周围环绕着古老的树木和奇花异草，水井边缘用青石砌成，井口覆盖着一层薄薄的青苔，夏季时水面清澈见底，倒映着蓝天白云，冬季时则露出井底的鹅卵石，周围的景色呈现出一种萧瑟之美，画风参考古代插画风格和传统中国美学的彩色水墨风格。,地名\水名\天井.png
條菅之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西南流注于長澤,其中多器酸,",prompt: 条菅之水，西南流注于长泽，其中多器酸。请绘制一幅展现条菅之水的美丽景象，画面中水流自西北向东南流淌，最终汇入广阔的长泽之中。水面上漂浮着各种形状奇特、色彩斑斓的器酸（一种古代传说中的神秘生物），它们在水中悠游，与周围的自然环境和谐共存。整幅画采用传统中国美学的彩色水墨风格，注重线条流畅和色彩的柔和过渡，展现出一种宁静而神秘的氛围。背景可以加入远山、云雾等元素，以增强画面的层次感和深远意境。,地名\水名\條菅之水.png
泰陸之水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片浩渺无垠的水域，水面波光粼粼，映照着远处连绵起伏的山脉。水面上偶尔有几只仙鹤低飞掠过，增添了几分宁静与祥和。岸边生长着翠绿的芦苇，随风轻轻摇曳，仿佛在诉说着古老的传说。整个画面采用传统中国彩色水墨风格，色彩淡雅，线条流畅，展现出泰陸之水的神秘与壮丽。,地名\水名\泰陸之水.png
桃水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"西流注于稷澤,其中多䱻魚,",prompt：一条名为桃水的河流，西流注入稷澤，河中生活着许多䱻鱼。画面采用传统中国美学的彩色水墨风格，展现蜿蜒曲折的河流，两岸是茂密的植被和山石。河水清澈见底，可以看到成群结队的䱻鱼在水中游动。远处是连绵起伏的山脉，云雾缭绕，增添了几分神秘感。整体色调以淡雅为主，突出自然和谐之美。,地名\水名\桃水.png
苕水,地名,水名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"東南流注于涇水,其中多美玉,",prompt: 东南流向泾水的苕水，河流清澈见底，河岸两侧生长着翠绿的竹林和繁花似锦的野花。水中可见五彩斑斓的美玉，有的如龙蛇般蜿蜒，有的如星辰般闪烁，映照在波光粼粼的水面上，展现出一种神秘而美丽的景象。画面采用传统中国彩色水墨风格，细腻描绘出苕水与周围自然环境的和谐之美。,地名\水名\苕水.png
泰澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国水墨画风格，泰澤之景，广阔的湿地，水草丰美，远处群山若隐若现，天空中飘着淡淡的云彩，几只仙鹤在水中悠闲地漫步，画面充满宁静和谐之美，色彩以淡雅为主，细节精致，富有诗意。,地名\泽名\泰澤.png
鹽販之澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片广阔的沼泽地，水面上漂浮着淡淡的雾气，远处群山若隐若现。沼泽中生长着茂密的芦苇和各种水生植物，偶尔可见几只白鹭在水中觅食。天空中飘着几朵白云，阳光透过云层洒在水面上，形成斑驳的光影。整个画面采用传统中国水墨画风格，色彩淡雅，线条流畅，展现出一种宁静而神秘的氛围。,地名\泽名\鹽販之澤.png
餘如之澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨风格，餘如之澤，一片神秘而宁静的湖泊，湖面平静如镜，倒映着周围的山峦和树木。湖边生长着各种奇花异草，远处有几只仙鹤在飞翔，湖中央有一座小岛，岛上长满了翠绿的竹子，显得格外幽静。画面中弥漫着淡淡的雾气，增添了几分神秘感。整体色调以淡雅为主，展现出一种超凡脱俗的意境。,地名\泽名\餘如之澤.png
余澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统彩色水墨风格，余澤，一个充满神秘气息的泽国之地，四周被茂密的森林环绕，水面上漂浮着各种奇异的花卉和植物，远处有几座古老的山峰若隐若现。水中倒映着天空中的云彩和飞鸟，整个画面充满了宁静与祥和。,地名\泽名\余澤.png
印澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其中多𩣡馬,",prompt: 一片古老而神秘的泽地，名为印澤，四周环绕着茂密的芦苇和水草。泽中栖息着许多珍稀的𩣡馬，它们身形矫健，毛色斑斓，或在水中嬉戏，或在岸边悠闲地吃草。画面采用传统中国美学的彩色水墨风格，色彩柔和，线条流畅，展现出一种宁静而富有诗意的氛围。远处的山峦若隐若现，增添了几分幽远的感觉。,地名\泽名\印澤.png
泑澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神话中的泑澤，一片神秘而宁静的水域，四周环绕着茂密的原始森林，湖面如镜，倒映着远处的群山。湖边生长着各种奇异的植物，水中游弋着传说中的水怪和珍稀鱼类。画面采用传统中国美学的彩色水墨风格，细腻描绘出泑澤的幽静与神秘。,地名\泽名\泑澤.png
泜澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国风格的彩色水墨画，描绘了一个名为泜澤的神秘湖泊。湖面平静如镜，倒映着四周环绕的山峦和古木参天的森林。湖边生长着各种奇花异草，远处有几只仙鹤在低飞。画面中弥漫着一种宁静而祥和的氛围，仿佛是人间仙境。背景中隐约可见古老的庙宇和石桥，增添了几分历史的厚重感。整体色调以淡雅为主，展现出传统中国美学的魅力。,地名\泽名\泜澤.png
䍃之澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 䍃之澤，一片神秘而宁静的湖泊，湖面如镜，倒映着四周连绵起伏的山峦和茂密的森林。湖边生长着各种奇花异草，湖水中游弋着珍稀的水生生物。远处，几只仙鹤在空中翱翔，湖面上弥漫着淡淡的雾气，给人一种仙境般的感觉。整体画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅。,地名\泽名\䍃之澤.png
長澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片广阔的湿地，水草丰茂，烟波浩渺，远处山峦若隐若现。湿地中央有一座古老的木桥，几只白鹭在水面低飞，画面采用传统中国水墨画风格，色彩淡雅，富有诗意。,地名\泽名\長澤.png
大澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"后稷所潜也,其中多玉,其隂多榣木之有若,",prompt: 一片广阔而神秘的沼泽，名为大泽，传说中后稷曾在此隐居。沼泽中散布着无数珍贵的玉石，闪烁着温润的光芒。沼泽的阴暗处生长着榣木，这些树木高大而奇特，枝叶繁茂，仿佛拥有灵性。整个画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，展现出一种宁静而神秘的氛围。,地名\泽名\大澤.png
閼之澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片古老而神秘的湿地，名为閼之澤，四周环绕着茂密的原始森林，水面上漂浮着各种奇异的水生植物，色彩斑斓。远处山峦起伏，云雾缭绕，仿佛是通往另一个世界的门户。在水中，可以看到一些古老的神话生物，如龙蛇和水怪，它们悠然自得地游弋。整个画面充满了浓厚的古代中国美学，采用了彩色水墨风格，细节丰富而生动。,地名\泽名\閼之澤.png
蕃澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：古代神话中的泽名蕃澤，湖面波光粼粼，水草丰茂，四周环绕着奇异的山石和古老的树木。远处有几只珍稀的神鸟在飞翔，天空中云彩轻柔飘动，整个画面充满了神秘而宁静的气息，采用传统中国美学的彩色水墨风格绘制。,地名\泽名\蕃澤.png
皐澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 皐澤，一片宁静而神秘的湿地，四周环绕着茂密的芦苇和水草，远处是连绵起伏的山脉。湖面如镜，倒映着天空中的云彩和飞翔的鸟儿。水中生长着各种奇异的水生植物，偶尔可见鱼儿跃出水面。整个画面以传统中国彩色水墨风格呈现，色彩柔和，线条流畅，展现出一种悠远而宁静的美感。,地名\泽名\皐澤.png
臯澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片广阔的沼泽地，四周环绕着茂密的芦苇和水草，远处隐约可见连绵起伏的山峦。沼泽中散布着几处清澈的水潭，水面倒映着天空的云彩。天空中飞过几只白鹭，增添了几分生机。画面采用传统中国美学的彩色水墨风格，展现出臯澤这片古老而神秘的泽地。,地名\泽名\臯澤.png
海澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，描绘一片广阔无垠的泽地，名为海澤。泽中水草丰茂，莲花盛开，各种奇异的水鸟在水面低飞或栖息于芦苇丛中。远处山峦起伏，云雾缭绕，与泽地相映成趣。画面色彩淡雅，线条流畅，充满诗意与神秘感。,地名\泽名\海澤.png
湖澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：湖泽，古代湖泊湿地的景象，水波荡漾，芦苇丛生，远处群山环绕，云雾缭绕。画面中可见一些神话中的水兽如龙、鱼凫等在水中游弋，天空中有仙鹤飞翔。整体色调以淡雅的水墨风格为主，色彩柔和，充满神秘而宁静的气息。参考《山海经》中对于古代湖泊和水生生物的描述，结合传统中国美学的彩色水墨画风进行创作。,地名\泽名\湖澤.png
黄澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，描绘一片广阔的沼泽地带，名为黄澤。画面中，水草丰茂，芦苇丛生，远处群山若隐若现。天空呈现出淡淡的黄色，阳光透过云层洒在水面上，波光粼粼。几只水鸟在空中盘旋，或在水中觅食。整个画面充满生机与宁静，展现出古代插画风格的细腻与和谐。,地名\泽名\黄澤.png
鉅鹿澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代彩色水墨风格的鉅鹿澤，泽水清澈见底，周围群山环绕，山间云雾缭绕，泽中生长着各种奇花异草，鹿群在泽边悠闲地饮水，远处有几座古朴的亭台楼阁隐现于山林之间，天空中有一轮明月高悬，整个画面充满神秘而宁静的气息。,地名\泽名\鉅鹿澤.png
具區,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代江南水乡的具区泽，湖面广阔，波光粼粼，四周群山环绕，翠竹依依。湖中渔舟点点，渔民忙碌其间，岸边村落宁静祥和，古树参天，烟雾缭绕，仿佛一幅水墨画中的景象。色彩以淡雅为主，展现出中国传统美学的韵味。,地名\泽名\具區.png
即翼之澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国水墨画风格，即翼之澤，神秘而宁静的湖泊，四周环绕着茂密的森林和奇花异草，湖面上轻雾缭绕，几只仙鹤在水面低飞，远处山峦若隐若现，色彩以淡雅为主，融入古代插画风格，展现一种超凡脱俗的意境。,地名\泽名\即翼之澤.png
稷澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，描绘一片广阔而神秘的湿地，名为稷澤。画面中，水草丰美，芦苇丛生，远处山峦若隐若现。湿地中央有一座小岛，岛上长满了各种奇花异草，几只仙鹤在空中翱翔，增添了几分仙境般的氛围。水面波光粼粼，倒映着天空和周围的景色，整个画面充满了宁静与祥和的气息。,地名\泽名\稷澤.png
盡澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"是多竒鳥怪獸竒魚皆異物焉,",prompt：盡澤，一个充满奇幻色彩的泽地，这里栖息着各种奇异的鸟类、怪兽和奇特的鱼类。画面中，可以看到一只羽毛绚丽多彩的大鸟在天空翱翔，其翅膀上绘有繁复的花纹；水中游弋着几条形态各异的鱼，有的长着龙头，有的则身披五彩鳞片；岸边还有一只半人半兽的生物，它正静静地注视着水面。整个场景以传统中国水墨画风格呈现，色彩丰富而和谐，细节精致，展现出一种神秘而又宁静的氛围。,地名\泽名\盡澤.png
陵羊之澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 陵羊之澤，一片神秘而宁静的湿地，四周被茂密的芦苇环绕，水面波光粼粼，远处山峦若隐若现。泽中生长着奇异的水生植物，偶尔可见几只珍稀的鸟类在水中嬉戏。整个画面采用传统中国美学的彩色水墨风格，色彩柔和且富有层次感，展现出一种悠远而又神秘的氛围。,地名\泽名\陵羊之澤.png
櫟澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 櫟澤，一片神秘而宁静的泽国，四周环绕着古老的櫟树，树干粗壮，枝叶繁茂。水中倒映着天空和树木，波光粼粼，水面上漂浮着几朵盛开的莲花。远处山峦起伏，云雾缭绕，增添了几分幽静与神秘。整个画面以彩色水墨风格呈现，色彩柔和，线条流畅，展现出传统中国美学的魅力。,地名\泽名\櫟澤.png
雷澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"中有雷神,",prompt: 雷澤，一片神秘的沼泽地带，中央有一座古老的神庙，雷神正站在神庙前，手持巨大的雷电之锤，周围环绕着闪电和乌云。画面采用传统中国美学的彩色水墨风格，背景是深邃的沼泽地，水面上漂浮着莲花和水草，远处有山峦若隐若现。雷神的形象威严而神秘，身穿古朴的战甲，头戴龙角冠，眼神中透露出强大的力量。整个画面充满神话气息，展现出雷澤的独特魅力。,
孟翼之攻顓頊之池,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神话中的孟翼之攻颛顼之池，一片神秘的泽地，水色深邃幽蓝，周围环绕着奇异的山石和茂密的古木。天空中飘浮着淡淡的云雾，几只仙鹤在空中盘旋。池边长满了各种奇花异草，色彩斑斓，散发出淡淡的幽香。远处有一座古老的神庙，庙宇的屋顶覆盖着青苔，显得古朴而庄严。整幅画面以彩色水墨风格呈现，富有传统中国美学特色。,地名\泽名\孟翼之攻顓頊之池.png
湣澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片古老而神秘的泽地，名为湣澤，水面上弥漫着淡淡的雾气，远处山峦若隐若现。泽中生长着各种奇异的植物，有的花朵如火焰般鲜艳，有的叶子如羽毛般轻盈。水边有几只仙鹤悠闲地站立，水中游动着几条色彩斑斓的鱼。整个画面采用传统的中国彩色水墨风格，充满了诗意和幽静之美。,地名\泽名\湣澤.png
彭澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代中国神话中的泽名彭澤，一片广阔而神秘的水域，四周环绕着茂密的森林和起伏的山峦。湖面波光粼粼，清澈见底，水草丰美，鱼虾成群。湖中有一座小岛，岛上长满了奇花异草，有仙鹤栖息其上。远处的山峰云雾缭绕，仿佛仙境一般。画面采用传统中国彩色水墨风格，色彩淡雅，线条流畅，展现出一种宁静而祥和的氛围。,
卭澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一片宁静的湖泊，湖面如镜，倒映着远处连绵起伏的山峦。湖边生长着茂密的芦苇和各种水生植物，偶尔有几只水鸟掠过水面，激起一圈圈涟漪。湖畔有一座古朴的小亭，亭中坐着几位文人雅士，或吟诗作画，或品茗谈天，展现出一幅充满诗意的山水画卷。画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，富有意境。,地名\泽名\卭澤.png
三淖,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"有三澤水,昆吾之所食也,",prompt: 三淖，一片古老而神秘的泽地，由三个相连的湖泊组成，湖水清澈见底，周围环绕着茂密的原始森林。昆吾神兽在此栖息，它身形庞大，长有鳞片，头上有角，目光炯炯有神。画面中，昆吾正在水中嬉戏，激起层层涟漪。远处是连绵起伏的山脉，山间云雾缭绕，展现出一幅宁静而祥和的景象。整个画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，充满诗意。,
沙澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代神话中的泽名沙澤，一片神秘而宁静的水域，水面如镜，倒映着周围的山峦和树木。水边生长着各种奇异的植物，如莲花、菖蒲等，水中游弋着传说中的水兽，如蛟龙、鱼人等。画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，展现出一种幽静而神秘的氛围。,地名\泽名\沙澤.png
深澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"廣貟四十里皆涌,其中多蠵龜,",prompt: 深澤，一片广阔四十里的水域，波光粼粼，水面下涌动着无数的蠵龟。画面中，深泽四周被茂密的芦苇和古木环绕，水面上偶尔可以看到蠵龟露出水面呼吸，它们的壳上有着独特的花纹。远处，群山若隐若现，天空中飘着淡淡的云彩。整体画面采用传统中国彩色水墨风格，色彩淡雅，线条流畅，充满诗意。,地名\泽名\深澤.png
少澤,地名,泽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 少澤，古代神话中的泽名，位于一片神秘而宁静的湿地之中。画面中，少澤被茂密的芦苇和莲花环绕，远处有几只仙鹤在水中悠闲地漫步。天空呈现出淡淡的蓝色，几朵轻盈的云彩漂浮其间。阳光透过云层洒下，形成斑驳的光影效果。整个场景充满了宁静和谐的氛围，展现了传统中国美学中的彩色水墨风格。,地名\泽名\少澤.png
（南禺之山）穴,地名,洞穴,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"水春輙入夏乃出冬則閉,",prompt：南禺之山的神秘洞穴，水春辄入夏乃出冬则闭。洞口被藤蔓和青苔覆盖，春天时水流从洞中涌出，夏日则干涸，冬季洞口封闭。周围是茂密的古木和奇花异草，远处山峦起伏，云雾缭绕。画面采用传统中国彩色水墨风格，细腻描绘洞穴周围的自然景色，展现四季变换的奇妙景象。,地名\洞穴\（南禺之山）穴.png
熊之穴,地名,洞穴,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"恒出神人,夏啓,冬閇,冬啓乃必有兵,",prompt: 熊之穴，一个神秘的洞穴，位于山林深处，洞口被茂密的藤蔓和古树遮掩。洞内幽深而宽敞，石壁上绘有古老的壁画，描绘着神话中的神人和勇士。夏季时，洞穴自然开启，从洞中走出的神人形象威严而慈祥，手持法器，身披华丽的长袍，面容祥和。冬季时，洞穴则封闭起来，若有人强行打开，洞内会涌出寒气，并伴随着兵戈之声，仿佛预示着战争的到来。整个画面采用传统中国美学的彩色水墨风格，色彩丰富而柔和，线条流畅而富有韵律感。,地名\洞穴\熊之穴.png
西海,地名,海名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学的彩色水墨风格，西海波澜壮阔，海水呈现出深邃的蓝色，远处山峦若隐若现，海面上有几只仙鹤飞翔，水中有蛟龙出没，四周环绕着神秘的雾气，天空中飘着淡淡的云彩，整个画面充满了神秘与宁静。,地名\海名\西海.png
幼海,地名,海名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 幼海，一片神秘而宁静的海域，海水清澈碧蓝，波光粼粼。海面上散布着几座小岛，岛上长满了翠绿的树木和五彩斑斓的花朵。远处，山峦起伏，云雾缭绕，宛如仙境。海中偶尔有鱼群跃出水面，天空中飞翔着各种奇异的鸟类。整个画面充满了传统中国美学的彩色水墨风格，展现出一种宁静而和谐的自然之美。,地名\海名\幼海.png
東海,地名,海名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 东海，海浪翻滚，波涛汹涌，远处是日出的光辉，金色的阳光洒在海面上，形成一片金光闪闪的景象。海中隐约可见一些神话中的生物，如巨龟、鱼龙等，它们在水中游动，增添了几分神秘色彩。天空中有几只仙鹤飞过，更显出东方的祥瑞之气。整个画面采用传统中国美学的彩色水墨风格，展现出一种宁静而壮丽的氛围。,地名\海名\東海.png
北海,地名,海名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格的北海，波涛汹涌的海面，远处隐约可见神秘的岛屿和奇形怪状的山峰，天空中飘着几朵祥云，海面上有几只古老的帆船航行，画面色彩以淡雅的蓝绿色为主，透露出一种宁静而神秘的气息。,地名\海名\北海.png
渤海,地名,海名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古代中国神话中的渤海，辽阔无垠的海域，波涛汹涌，海面上有几只仙鹤飞翔，远处隐约可见蓬莱仙山，天空中云雾缭绕，彩霞映照，呈现出一幅神秘而宁静的景象。画面采用传统中国美学的彩色水墨风格，色彩柔和而富有层次感，细节精致。,地名\海名\渤海.png
南海,地名,海名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统水墨画风格，展现南海的壮丽景象，海面波涛汹涌，远处岛屿若隐若现，天空中云雾缭绕，海鸟翱翔，画面色彩以淡雅为主，蓝色和绿色交织，展现出宁静而神秘的氛围。,地名\海名\南海.png
瀟湘之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 瀟湘之淵，一片幽深神秘的水域，四周环绕着翠绿的山峦和茂密的竹林。水面上弥漫着淡淡的雾气，仿佛有仙灵在其中游弋。远处隐约可见古老的亭台楼阁，倒映在清澈的水面中，如同仙境一般。色彩以淡雅的水墨风格为主，融入传统中国美学，展现出一种宁静而神秘的氛围。,地名\渊名\瀟湘之淵.png
䗡渊,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 《山海经》中的神秘深渊“䗡渊”，四周环绕着险峻的山峰，深渊中云雾缭绕，幽深莫测。画面采用传统中国美学的彩色水墨风格，山峰以淡墨勾勒，苍翠欲滴，深渊则用深蓝色渲染，给人一种神秘而庄严的感觉。深渊底部隐约可见古老的神兽和奇异的植物，增添了一丝奇幻色彩。,地名\渊名\䗡渊.png
從極之淵,地名,渊名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"深三百仞,維氷夷恒都焉,一曰忠極之淵,",prompt: 从极之渊，深三百仞，维冰夷恒都焉，一曰忠极之渊。画面描绘一个深邃幽暗的深渊，底部隐约可见冰夷的宫殿，四周环绕着寒冰和雾气。深渊边缘是险峻的岩石，覆盖着厚厚的冰雪。天空中飘着淡淡的云彩，阳光透过云层洒下微弱的光芒。整个画面采用传统中国美学的彩色水墨风格，色彩以冷色调为主，展现出神秘而庄严的氛围。,地名\渊名\從極之淵.png
