名字,名字（拼音）,原文行,相关人物,章节,相关人物（拼音）,关系,relation
金之山,jinzhishan（金之山）,有大巫山。有金之山。西南，大荒之中隅，有徧勾、常羊之山。,"常羊之山,大巫山,徧勾",大荒西經,"changyangzhishan（常羊之山）,dawushan（大巫山）,biangou（徧勾）","无关,无关,无关","Independent,Independent,Independent"
金星之山,jinxingzhishan（金星之山）,又東二十里，曰金星之山，多天嬰，其狀如龍骨，可以已痤。,"天嬰,龍骨,痤",中山經,"tianying（天嬰）,longgu（龍骨）,cuo（痤）","存在,状如,治疗","exist,It looks like this,treat"
金門之山,jinmenzhishan（金門之山）,有巫山者。有壑山者。有金門之山，有人名曰黃姖之尸。有比翼之鳥。有白鳥青翼，黃尾，玄喙。有赤犬，名曰天犬，其所下者有兵。,"赤犬,天犬,白鳥,巫山,壑山",大荒西經,"chiquan（赤犬）,tianquan（天犬）,bainiao（白鳥）,wushan（巫山）,heshan（壑山）","存在,无关,存在,无关,无关","exist,Independent,exist,Independent,Independent"
釘靈之國,dinglingzhiguo（釘靈之國）,有釘靈之國，其民從膝已下有毛，馬蹄善走。,"馬,毛",海內經,"ma（馬）,mao（毛）","无关,有","Independent,Yes"
鈐山,qianshan（鈐山）,《西次二經》之首，曰鈐山，其上多銅，其下多玉，其木多杻橿。|凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"西次二經,橿,杻,玉,銅,飛獸之神,西次二經,萊山,白菅,少牢,雄鷄,馬,牛,杖,毛,席,糈",西山經;西山經,"xicierjing（西次二經）,jiang（橿）,chou（杻）,yu（玉）,tong（銅）,feishouzhishen（飛獸之神）,xicierjing（西次二經）,laishan（萊山）,baijian（白菅）,shaolao（少牢）,xiongji（雄鷄）,ma（馬）,niu（牛）,zhang（杖）,mao（毛）,xi（席）,xu（糈）","属于,生长,生长,存在,存在,无关,属于,连接,无关,无关,无关,无关,无关,无关,无关,无关,无关","belong,grow,grow,exist,exist,Independent,belong,connect,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent"
鉅燕,juyan（鉅燕）,蓋國在鉅燕南，倭北。倭屬燕。,倭,海內北經,wo（倭）,属,genus
鉅鹿澤,juluze（鉅鹿澤）,岷三江：首…大江出汶山，北江出曼山，南江出高山。高山在城都西。入海，在長州南。浙江出三天子都，在其東。在閩西北，入海，餘暨南。廬江出三天子都，入江，彭澤西。一曰天子鄣。淮水出餘山，餘山在朝陽東，義鄉西，入海，淮浦北。湘水出舜葬東南陬，西環之。入洞庭下。一曰東南西澤。漢水出鮒魚之山，帝顓頊葬于陽，九嬪葬于陰，四蛇衛之。濛水出漢陽西，入江，聶陽西。溫水出崆峒，崆峒山在臨汾南，入河，華陽北。潁水出少室，少室山在雍氏南，入淮西鄢北。一曰緱氏。汝水出天息山，在梁勉鄉西南，入淮極西北。一曰淮在期思北。涇水出長城北山，山在郁郅長垣北，北入渭，戲北。渭水出鳥鼠同穴山，東注河，入華陰北。白水出蜀，而東南注江，入江州城下。沅水山出象郡鐔城西，入東注江，入下雋西，合洞庭中。贛水出聶都東山，東北注江，入彭澤西。泗水出吳東北而南，西南過湖陵西，而東南注東海，入淮陰北。鬱水出象郡，而西南注南海，入須陵東南。肄水出臨晉西南，而東南注海，入番禺西。潢水出桂陽西北山，東南注肄水，入敦浦西。洛水出洛西山，東北注河，入成皋之西。汾水出上窳北，而西南注河，入皮氏南。沁水出井陘山東，東南注河，入懷東南。濟水出共山南東丘，絕鉅鹿澤，注渤海，入齊琅槐東北。潦水出衛皋東，東南注渤海，入潦陽。虖沱水出晉陽城南，而西至陽曲北，而東注渤海，入越章武北。漳水出山陽東，東注渤海，入章武南。,"長城北山,鮒魚之山,三天子都,象郡鐔城,帝顓頊,天息山,天子鄣,井陘山,洛西山,岷三江,江州城,番禺,四蛇,餘山,東丘,洞庭,共山,崆峒,曼山,渭水,湘水,沅水,肄水,浙江,漳水,大江,汾水,淮浦,淮水,潢水,漢水,北江,涇水,廬江,洛水,潦水,濛水,白水,南江,沁水,汝水,泗水,彭澤,東海,渤海,南海,城都,下雋,須陵,陽曲,雍氏,郁郅,章武,長垣,朝陽,長州,敦浦,緱氏,桂陽,湖陵,漢陽,華陽,晉陽,臨汾,琅槐,臨晉,潦陽,聶都,聶陽,皮氏,期思,上窳,山陽,舜,鼠,環,蜀,河,濟,鄢,懷,閩,齊",海內東經,"zhangchengbeishan（長城北山）,fuyuzhishan（鮒魚之山）,santianzidou（三天子都）,xiangjunxincheng（象郡鐔城）,dizhuanxu（帝顓頊）,tianxishan（天息山）,tianzizhang（天子鄣）,jingxingshan（井陘山）,luoxishan（洛西山）,minsanjiang（岷三江）,jiangzhoucheng（江州城）,panyu（番禺）,sishe（四蛇）,yushan（餘山）,dongqiu（東丘）,dongting（洞庭）,gongshan（共山）,kongdong（崆峒）,manshan（曼山）,weishui（渭水）,xiangshui（湘水）,yuanshui（沅水）,yishui（肄水）,zhejiang（浙江）,zhangshui（漳水）,dajiang（大江）,fenshui（汾水）,huaipu（淮浦）,huaishui（淮水）,huangshui（潢水）,hanshui（漢水）,beijiang（北江）,jingshui（涇水）,lujiang（廬江）,luoshui（洛水）,laoshui（潦水）,mengshui（濛水）,baishui（白水）,nanjiang（南江）,qinshui（沁水）,rushui（汝水）,sishui（泗水）,pengze（彭澤）,donghai（東海）,bohai（渤海）,nanhai（南海）,chengdou（城都）,xiajuan（下雋）,xuling（須陵）,yangqu（陽曲）,yongshi（雍氏）,yuzhi（郁郅）,zhangwu（章武）,zhangyuan（長垣）,chaoyang（朝陽）,zhangzhou（長州）,dunpu（敦浦）,goushi（緱氏）,guiyang（桂陽）,huling（湖陵）,hanyang（漢陽）,huayang（華陽）,jinyang（晉陽）,linfen（臨汾）,langhuai（琅槐）,linjin（臨晉）,laoyang（潦陽）,niedou（聶都）,nieyang（聶陽）,pishi（皮氏）,qisi（期思）,shangyu（上窳）,shanyang（山陽）,shun（舜）,shu（鼠）,huan（環）,shu（蜀）,he（河）,ji（濟）,yan（鄢）,huai（懷）,min（閩）,qi（齊）","无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,注入,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,流入,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,绝,绝,无关,无关,无关,入","Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,inject,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,inflow,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,break off,break off,Independent,Independent,Independent,enter"
鉤吾之山,gouwuzhishan（鉤吾之山）,又北三百五十里，曰鉤吾之山，其上多玉，其下多銅。有獸焉，其狀如羊身人面，其目在腋下，虎齒人爪，其音如嬰兒，名曰狍鴞，是食人。,"狍鴞,羊,虎,嬰,玉,銅",北山經,"paoxiao（狍鴞）,yang（羊）,hu（虎）,ying（嬰）,yu（玉）,tong（銅）","存在,存在,无关,无关,多,存在","exist,exist,Independent,Independent,many,exist"
銀,yin（銀）,又東百三十里，曰銅山，其上多金銀鐵，其木多穀柞柤栗橘櫾，其獸多犳。|又東南一百二十里，曰洞庭之山，其上多黃金，其下多銀鐵，其木多柤棃橘櫾，其草多葌蘪蕪芍藥芎藭。帝之二女居之，是常遊于江淵，澧沅之風，交瀟湘之淵，是在九江之間，出入必以飄風暴雨。是多怪神，狀如人而載蛇，左右手操蛇。多怪鳥。|又東南一百里，曰江浮之山，其上多銀砥礪，無草木，其獸多豕鹿。|又南九十里，曰柴桑之山，其上多銀，其下多碧，多汵石赭，其木多柳芑楮桑，其獸多麋鹿，多白蛇飛蛇。|又東二百三十里，曰榮余之山，其上多銅，其下多銀，其木多柳芑，其蟲多怪蛇怪蟲。|西有王母之山、壑山、海山。有沃之國，沃民是處。沃之野，鳳鳥之卵是食，甘露是飲。凡其所欲，其味盡存。爰有甘華、甘柤、白柳、視肉、三騅、琁瑰、瑤碧、白木、琅玕、白丹、青丹，多銀鐵。鸞鳥自歌，鳳鳥自舞，爰有百獸，相群是處，是謂沃之野。|流沙之西，有鳥山者，三水出焉。爰有黃金、璿瑰、丹貨、銀鐵，皆流于此中。又有淮山，好水出焉。|又西百八十里，曰大時之山，上多穀柞，下多杻橿，陰多銀，陽多白玉。涔水出焉，北流注于渭，清水出焉，南流注于漢水。|西南三百八十里，曰皋塗之山，薔水出焉，西流注于諸資之水，塗水出焉，南流注于集獲之水。其陽多丹粟，其陰多銀、黃金，其上多桂木。有白石焉，其名曰礜，可以毒鼠。有草焉，其狀如槀茇，其葉如葵而赤背，名曰無條，可以毒鼠。有獸焉，其狀如鹿而白尾，馬足人手而四角，名曰𤣎如。有鳥焉，其狀如鴟而人足，名曰數斯，食之已癭。|又西一百七十里，曰數歷之山，其上多黃金，其下多銀，其木多杻橿，其鳥多鸚䳇。楚水出焉，而南流注于渭，其中多珠。|又西百五十里曰高山，其上多銀，其下多青碧、雄黃，其木多椶，其草多竹。涇水出焉，而東流注于渭，其中多磬石、青碧。|又西二百里，曰鹿臺之山，其上多白玉，其下多銀，其獸多㸲牛、羬羊、白豪。有鳥焉，其狀如雄雞而人面，名曰鳧徯，其名自叫也，見則有兵。|又西三百二十里，曰槐江之山。丘時之水出焉，而北流注于泑水。其中多蠃母，其上多青雄黃，多藏琅玕、黃金、玉，其陽多丹粟，其陰多采黃金、銀。實惟帝之平圃，神英招司之，其狀馬身而人面，虎文而鳥翼，徇于四海，其音如榴。南望崑崙，其光熊熊，其氣魂魂。西望大澤，后稷所潛也；其中多玉，其陰多榣木之有若。北望諸毗，槐鬼離侖居之，鷹鸇之所宅也。東望恒山四成，有窮鬼居之，各在一搏。爰有淫水，其清洛洛。有天神焉，其狀如牛，而八足二首馬尾，其音如勃皇，見則其邑有兵。,"銅山,犳,櫾,柞,柤,橘,栗,金,鐵,帝之二女,洞庭之山,瀟湘之淵,澧沅之風,怪神,怪鳥,九江,蘪蕪,芍藥,飄風,暴雨,蛇,櫾,柤,橘,金,鐵,江浮之山,鹿,豕,砥,礪,柴桑之山,飛蛇,白蛇,汵石,鹿,麋,芑,楮,赭,碧,榮余之山,怪蟲,怪蛇,芑,銅,王母之山,沃之野,沃之國,沃民,視肉,三騅,鸞鳥,海山,壑山,甘華,甘柤,白木,琁瑰,白丹,琅玕,青丹,甘露,相,碧,鐵,淮山,鳥山,好水,流沙,丹貨,金,鐵,大時之山,涔水,漢水,清水,白玉,渭,柞,橿,杻,諸資之水,集獲之水,𤣎如,數斯,塗水,薔水,無條,槀茇,丹粟,鹿,馬,鼠,鴟,桂,葵,癭,礜,金,石,鸚䳇,楚水,珠,渭,橿,杻,金,涇水,青碧,磬石,渭,竹,鹿臺之山,白豪,㸲牛,羬羊,雄雞,白玉,鳧,槐鬼離侖,槐江之山,帝之平圃,丘時之水,有窮鬼,后稷,英招,勃皇,蠃母,諸毗,恒山,崑崙,泑水,大澤,榣木,丹粟,琅玕,熊,虎,馬,牛,鷹,鸇,若,玉,金",中山經;中山經;中山經;中山經;中山經;大荒西經;海內經;西山經;西山經;西山經;西山經;西山經;西山經,"tongshan（銅山）,zhuo（犳）,you（櫾）,zha（柞）,zha（柤）,ju（橘）,li（栗）,jin（金）,tie（鐵）,dizhiernv（帝之二女）,dongtingzhishan（洞庭之山）,xiaoxiangzhiyuan（瀟湘之淵）,liyuanzhifeng（澧沅之風）,guaishen（怪神）,guainiao（怪鳥）,jiujiang（九江）,meiwu（蘪蕪）,shaoyao（芍藥）,piaofeng（飄風）,baoyu（暴雨）,she（蛇）,you（櫾）,zha（柤）,ju（橘）,jin（金）,tie（鐵）,jiangfuzhishan（江浮之山）,lu（鹿）,shi（豕）,di（砥）,li（礪）,chaisangzhishan（柴桑之山）,feishe（飛蛇）,baishe（白蛇）,ganshi（汵石）,lu（鹿）,mi（麋）,qi（芑）,chu（楮）,zhe（赭）,bi（碧）,rongyuzhishan（榮余之山）,guaichong（怪蟲）,guaishe（怪蛇）,qi（芑）,tong（銅）,wangmuzhishan（王母之山）,wozhiye（沃之野）,wozhiguo（沃之國）,womin（沃民）,shirou（視肉）,sanzhui（三騅）,luanniao（鸞鳥）,haishan（海山）,heshan（壑山）,ganhua（甘華）,ganzha（甘柤）,baimu（白木）,xuangui（琁瑰）,baidan（白丹）,langgan（琅玕）,qingdan（青丹）,ganlu（甘露）,xiang（相）,bi（碧）,tie（鐵）,huaishan（淮山）,niaoshan（鳥山）,haoshui（好水）,liusha（流沙）,danhuo（丹貨）,jin（金）,tie（鐵）,dashizhishan（大時之山）,censhui（涔水）,hanshui（漢水）,qingshui（清水）,baiyu（白玉）,wei（渭）,zha（柞）,jiang（橿）,chou（杻）,zhuzizhishui（諸資之水）,jihuozhishui（集獲之水）,yingru（𤣎如）,shusi（數斯）,tushui（塗水）,qiangshui（薔水）,wutiao（無條）,gaoba（槀茇）,dansu（丹粟）,lu（鹿）,ma（馬）,shu（鼠）,chi（鴟）,gui（桂）,kui（葵）,ying（癭）,yu（礜）,jin（金）,shi（石）,yingwu（鸚䳇）,chushui（楚水）,zhu（珠）,wei（渭）,jiang（橿）,chou（杻）,jin（金）,jingshui（涇水）,qingbi（青碧）,qingshi（磬石）,wei（渭）,zhu（竹）,lutaizhishan（鹿臺之山）,baihao（白豪）,zuoniu（㸲牛）,qianyang（羬羊）,xiongji（雄雞）,baiyu（白玉）,fu（鳧）,huaiguililun（槐鬼離侖）,huaijiangzhishan（槐江之山）,dizhipingpu（帝之平圃）,qiushizhishui（丘時之水）,youqionggui（有窮鬼）,houji（后稷）,yingzhao（英招）,bohuang（勃皇）,luomu（蠃母）,zhupi（諸毗）,hengshan（恒山）,kunlun（崑崙）,youshui（泑水）,daze（大澤）,yaomu（榣木）,dansu（丹粟）,langgan（琅玕）,xiong（熊）,hu（虎）,ma（馬）,niu（牛）,ying（鷹）,zhan（鸇）,ruo（若）,yu（玉）,jin（金）","存在,无关,无关,无关,无关,无关,无关,共存,并存,无关,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,共存,并存,存在,无关,无关,共存,共存,存在,无关,无关,无关,无关,无关,无关,无关,无关,共存,存在,无关,无关,无关,共存,存在,存在,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,共存,无关,无关,无关,流,并列,共存,并列,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,并列,无关,无关,无关,无关,无关,无关,无关,共存,无关,并存,无关,无关,无关,存在,共存,无关,无关,无关,共存,无关,无关,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,并列","exist,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,Coexist,Independent,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,Coexist,exist,Independent,Independent,coexistence,coexistence,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,exist,Independent,Independent,Independent,coexistence,exist,exist,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,Independent,Independent,Independent,flow,juxtaposition,coexistence,juxtaposition,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,juxtaposition,Independent,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,Independent,Coexist,Independent,Independent,Independent,exist,coexistence,Independent,Independent,Independent,coexistence,Independent,Independent,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,juxtaposition"
銅,tong（銅）,又西二百五十里，曰柄山，其上多玉，其下多銅。滔雕之水出焉，而北流注于洛。其中多羬羊。有木焉，其狀如樗，其葉如桐而莢實，其名曰茇，可以毒魚。|又西九十里，曰陽華之山，其陽多金玉，其陰多青雄黃，其草多藷藇，多苦辛，其狀如橚，其實如瓜，其味酸甘，食之已瘧。楊水出焉，而西南流注于洛，其中多人魚。門水出焉，而東北流注于河，其中多玄䃤。𦁎姑之水出于其陰，而東流注于門水，其上多銅。門水至于河，七百九十里入雒水。|又東北二百里，曰玉山，其陽多銅，其陰多赤金，其木多豫樟楢杻，其獸多豕鹿麢㚟，其鳥多鴆。|又東七十里，曰丙山，多筀竹，多黃金銅鐵，無木。|又東二百三十里，曰榮余之山，其上多銅，其下多銀，其木多柳芑，其蟲多怪蛇怪蟲。|禹曰：天下名山，經五千三百七十山，六萬四千五十六里，居地也。言其五臧，蓋其餘小山甚眾，不足記云。天地之東西二萬八千里，南北二萬六千里，出水之山者八千里，受水者八千里，出銅之山四百六十七，出鐵之山三千六百九十。此天地之所分壤樹穀也，戈矛之所發也，刀鎩之所起也，能者有餘，拙者不足。封於太山，禪於梁父，七十二家，得失之數，皆在此內，是謂國用。|又北二百五十里，曰求如之山，其上多銅，其下多玉，無草木。滑水出焉，而西流注于諸毗之水。其中多滑魚，其狀如鱓，赤背，其音如梧，食之已疣。其中多水馬，其狀如馬，文臂牛尾，其音如呼。|又北百八十里，曰渾夕之山，無草木，多銅玉。囂水出焉，而西北流注于海。有蛇一首兩身，名曰肥遺，見則其國大旱。|又北五十里，曰縣雍之山，其上多玉，其下多銅，其獸多閭麋，其鳥多白翟白䳑，晉水出焉，而東南流注于汾水。其中多鮆魚，其狀如鯈而赤鱗，其音如叱，食之不驕。|又北三百八十里，曰諸餘之山，其上多銅玉，其下多松柏。諸餘之水出焉，而東流注于旄水。|又北三百五十里，曰鉤吾之山，其上多玉，其下多銅。有獸焉，其狀如羊身人面，其目在腋下，虎齒人爪，其音如嬰兒，名曰狍鴞，是食人。|又東北七十里，曰咸山，其上有玉，其下多銅，是多松柏，草多茈草。條菅之水出焉，而西南流注于長澤。其中多器酸，三歲一成，食之已癘。|又東三百里，曰陽山，其上多玉，其下多金銅。有獸焉，其狀如牛而赤尾，其頸𦜜，其狀如勾瞿，其名曰領胡，其鳴自詨，食之已狂。有鳥焉，其狀如雌雉，而五彩以文，是自為牝牡，名曰象蛇，其鳴自詨。留水出焉，而南流注于河。其中有䱤父之魚，其狀如鮒魚，魚首而彘身，食之已嘔。|又東北二百里，曰軒轅之山，其上多銅，其下多竹。有鳥焉，其狀如梟而白首，其名曰黃鳥，其鳴自詨，食之不妬。|又東北百二十里，曰少山，其上有金玉，其下有銅。清漳之水出焉，東流于濁漳之水。|西四十五里，曰松果之山，濩水出焉，北流注于渭，其中多銅。有鳥焉，其名曰䳋渠，其狀如山雞，黑身赤足，可以已𦢊。|又西八十里，曰符禺之山，其陽多銅，其陰多鐵。其上有木焉，名曰文莖，其實如棗，可以已聾。其草多條，其狀如葵，而赤花黃實，如嬰兒舌，食之使人不惑。符禺之水出焉，而北流注于渭。其獸多葱聾，其狀如羊而赤鬣。其鳥多鴖，其狀如翠而赤喙，可以禦火。|又西六十里，曰石脆之山，其木多椶柟，其草多條，其狀如韭，而白華黑實，食之已疥。其陽多㻬琈之玉，其陰多銅。灌水出焉，而北流注于禺水。其中有流赭，以塗牛馬無病。|《西次二經》之首，曰鈐山，其上多銅，其下多玉，其木多杻橿。|又北二百二十里，曰盂山，其陰多鐵，其陽多銅，其獸多白狼白虎，其鳥多白雉白翟。生水出焉，而東流注于河。,"滔雕之水,羬羊,柄山,桐,樗,茇,玉,陽華之山,𦁎姑之水,人魚,楊水,雒水,門水,藷藇,玄䃤,河,橚,瘧,玉,金,玉山,赤金,㚟,鹿,麢,豕,鴆,楢,杻,丙山,筀竹,金,鐵,榮余之山,怪蟲,怪蛇,芑,銀,梁父,太山,禹,刀,戈,矛,鐵,求如之山,諸毗之水,水馬,滑魚,滑水,梧,牛,鱓,疣,玉,渾夕之山,肥遺,囂水,蛇,玉,縣雍之山,鮆魚,白䳑,白翟,汾水,晉水,閭,麋,驕,玉,諸餘之山,諸餘之水,旄水,松,玉,鉤吾之山,狍鴞,羊,虎,嬰,玉,條菅之水,器酸,咸山,長澤,茈草,松,癘,玉,領胡,象蛇,雌雉,勾瞿,陽山,留水,彘,牛,鮒,河,狂,嘔,玉,金,軒轅之山,梟,竹,妬,濁漳之水,清漳之水,少山,玉,金,松果之山,䳋渠,濩水,渭,𦢊,符禺之山,符禺之水,葱聾,文莖,羊,鴖,翠,渭,棗,葵,條,惑,嬰,鐵,石脆之山,㻬琈之玉,禺水,灌水,流赭,馬,牛,柟,韭,條,疥,西次二經,鈐山,橿,杻,玉,白虎,白狼,白翟,白雉,盂山,生水,河,鐵",中山經;中山經;中山經;中山經;中山經;中山經;北山經;北山經;北山經;北山經;北山經;北山經;北山經;北山經;北山經;西山經;西山經;西山經;西山經;西山經,"taodiaozhishui（滔雕之水）,qianyang（羬羊）,bingshan（柄山）,tong（桐）,chu（樗）,ba（茇）,yu（玉）,yanghuazhishan（陽華之山）,zuoguzhishui（𦁎姑之水）,renyu（人魚）,yangshui（楊水）,luoshui（雒水）,menshui（門水）,shuxu（藷藇）,xuansu（玄䃤）,he（河）,su（橚）,nve（瘧）,yu（玉）,jin（金）,yushan（玉山）,chijin（赤金）,chuo（㚟）,lu（鹿）,ling（麢）,shi（豕）,zhen（鴆）,you（楢）,chou（杻）,bingshan（丙山）,guizhu（筀竹）,jin（金）,tie（鐵）,rongyuzhishan（榮余之山）,guaichong（怪蟲）,guaishe（怪蛇）,qi（芑）,yin（銀）,liangfu（梁父）,taishan（太山）,yu（禹）,dao（刀）,ge（戈）,mao（矛）,tie（鐵）,qiuruzhishan（求如之山）,zhupizhishui（諸毗之水）,shuima（水馬）,huayu（滑魚）,huashui（滑水）,wu（梧）,niu（牛）,shan（鱓）,you（疣）,yu（玉）,hunxizhishan（渾夕之山）,feiyi（肥遺）,xiaoshui（囂水）,she（蛇）,yu（玉）,xianyongzhishan（縣雍之山）,ciyu（鮆魚）,baiyou（白䳑）,baidi（白翟）,fenshui（汾水）,jinshui（晉水）,lv（閭）,mi（麋）,jiao（驕）,yu（玉）,zhuyuzhishan（諸餘之山）,zhuyuzhishui（諸餘之水）,maoshui（旄水）,song（松）,yu（玉）,gouwuzhishan（鉤吾之山）,paoxiao（狍鴞）,yang（羊）,hu（虎）,ying（嬰）,yu（玉）,tiaojianzhishui（條菅之水）,qisuan（器酸）,xianshan（咸山）,zhangze（長澤）,cicao（茈草）,song（松）,li（癘）,yu（玉）,linghu（領胡）,xiangshe（象蛇）,cizhi（雌雉）,gouqu（勾瞿）,yangshan（陽山）,liushui（留水）,zhi（彘）,niu（牛）,fu（鮒）,he（河）,kuang（狂）,ou（嘔）,yu（玉）,jin（金）,xuanyuanzhishan（軒轅之山）,xiao（梟）,zhu（竹）,du（妬）,zhuozhangzhishui（濁漳之水）,qingzhangzhishui（清漳之水）,shaoshan（少山）,yu（玉）,jin（金）,songguozhishan（松果之山）,tongqu（䳋渠）,huoshui（濩水）,wei（渭）,bao（𦢊）,fuyuzhishan（符禺之山）,fuyuzhishui（符禺之水）,conglong（葱聾）,wenjing（文莖）,yang（羊）,min（鴖）,cui（翠）,wei（渭）,zao（棗）,kui（葵）,tiao（條）,huo（惑）,ying（嬰）,tie（鐵）,shicuizhishan（石脆之山）,tufuzhiyu（㻬琈之玉）,yushui（禺水）,guanshui（灌水）,liuzhe（流赭）,ma（馬）,niu（牛）,nan（柟）,jiu（韭）,tiao（條）,jie（疥）,xicierjing（西次二經）,qianshan（鈐山）,jiang（橿）,chou（杻）,yu（玉）,baihu（白虎）,bailang（白狼）,baidi（白翟）,baizhi（白雉）,yushan（盂山）,shengshui（生水）,he（河）,tie（鐵）","无关,无关,存在,无关,无关,无关,无关,存在,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,存在,无关,无关,无关,无关,无关,无关,无关,无关,存在,无关,并列,并列,存在,无关,无关,无关,并存,无关,无关,无关,无关,无关,无关,无关,存在,无关,无关,无关,无关,无关,无关,无关,无关,共存,存在,无关,无关,无关,共存,存在,无关,无关,无关,无关,无关,无关,无关,无关,共存,存在,无关,无关,无关,并存,存在,无关,无关,无关,无关,无关,无关,无关,存在,无关,无关,共存,无关,无关,无关,无关,无关,无关,存在,无关,无关,无关,无关,无关,无关,无关,无关,并列,存在,无关,共存,无关,无关,无关,存在,无关,并存,存在,无关,存在,无关,无关,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,并列,存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,存在,存在,无关,无关,共存,无关,无关,无关,无关,存在,无关,无关,无关","Independent,Independent,exist,Independent,Independent,Independent,Independent,exist,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,exist,Independent,juxtaposition,juxtaposition,exist,Independent,Independent,Independent,Coexist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,exist,Independent,Independent,Independent,coexistence,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,coexistence,exist,Independent,Independent,Independent,Coexist,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,exist,Independent,Independent,coexistence,Independent,Independent,Independent,Independent,Independent,Independent,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,juxtaposition,exist,Independent,coexistence,Independent,Independent,Independent,exist,Independent,Coexist,exist,Independent,exist,Independent,Independent,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,juxtaposition,exist,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,exist,exist,Independent,Independent,coexistence,Independent,Independent,Independent,Independent,exist,Independent,Independent,Independent"
銅山,tongshan（銅山）,又東百三十里，曰銅山，其上多金銀鐵，其木多穀柞柤栗橘櫾，其獸多犳。,"犳,櫾,柞,柤,橘,栗,銀,金,鐵",中山經,"zhuo（犳）,you（櫾）,zha（柞）,zha（柤）,ju（橘）,li（栗）,yin（銀）,jin（金）,tie（鐵）","存在,生长,存在,生长,生长,生长,存在,包含,包含","exist,grow,exist,grow,grow,grow,exist,embody,embody"
