名字,原文行,相关人物,章节
雄雞,又西二百里，曰鹿臺之山，其上多白玉，其下多銀，其獸多㸲牛、羬羊、白豪。有鳥焉，其狀如雄雞而人面，名曰鳧徯，其名自叫也，見則有兵。,"鹿臺之山,白豪,㸲牛,羬羊,白玉,鳧,銀",西山經
白玉,又西二百里，曰鹿臺之山，其上多白玉，其下多銀，其獸多㸲牛、羬羊、白豪。有鳥焉，其狀如雄雞而人面，名曰鳧徯，其名自叫也，見則有兵。,"鹿臺之山,白豪,㸲牛,羬羊,雄雞,鳧,銀",西山經
鳧,又西二百里，曰鹿臺之山，其上多白玉，其下多銀，其獸多㸲牛、羬羊、白豪。有鳥焉，其狀如雄雞而人面，名曰鳧徯，其名自叫也，見則有兵。,"鹿臺之山,白豪,㸲牛,羬羊,雄雞,白玉,銀",西山經
銀,又西二百里，曰鹿臺之山，其上多白玉，其下多銀，其獸多㸲牛、羬羊、白豪。有鳥焉，其狀如雄雞而人面，名曰鳧徯，其名自叫也，見則有兵。,"鹿臺之山,白豪,㸲牛,羬羊,雄雞,白玉,鳧",西山經
鳥危之山,西南二百里，曰鳥危之山，其陽多磬石，其陰多檀楮，其中多女床。鳥危之水出焉，西流注于赤水，其中多丹粟。,"鳥危之水,赤水,丹粟,磬石,檀,楮",西山經
鳥危之水,西南二百里，曰鳥危之山，其陽多磬石，其陰多檀楮，其中多女床。鳥危之水出焉，西流注于赤水，其中多丹粟。,"鳥危之山,赤水,丹粟,磬石,檀,楮",西山經
赤水,西南二百里，曰鳥危之山，其陽多磬石，其陰多檀楮，其中多女床。鳥危之水出焉，西流注于赤水，其中多丹粟。,"鳥危之山,鳥危之水,丹粟,磬石,檀,楮",西山經
丹粟,西南二百里，曰鳥危之山，其陽多磬石，其陰多檀楮，其中多女床。鳥危之水出焉，西流注于赤水，其中多丹粟。,"鳥危之山,鳥危之水,赤水,磬石,檀,楮",西山經
磬石,西南二百里，曰鳥危之山，其陽多磬石，其陰多檀楮，其中多女床。鳥危之水出焉，西流注于赤水，其中多丹粟。,"鳥危之山,鳥危之水,赤水,丹粟,檀,楮",西山經
檀,西南二百里，曰鳥危之山，其陽多磬石，其陰多檀楮，其中多女床。鳥危之水出焉，西流注于赤水，其中多丹粟。,"鳥危之山,鳥危之水,赤水,丹粟,磬石,楮",西山經
楮,西南二百里，曰鳥危之山，其陽多磬石，其陰多檀楮，其中多女床。鳥危之水出焉，西流注于赤水，其中多丹粟。,"鳥危之山,鳥危之水,赤水,丹粟,磬石,檀",西山經
小次之山,又西四百里，曰小次之山，其上多白玉，其下多赤銅。有獸焉，其狀如猿，而白首赤足，名曰朱厭，見則大兵。,"朱厭,赤銅,白玉,猿",西山經
朱厭,又西四百里，曰小次之山，其上多白玉，其下多赤銅。有獸焉，其狀如猿，而白首赤足，名曰朱厭，見則大兵。,"小次之山,赤銅,白玉,猿",西山經
赤銅,又西四百里，曰小次之山，其上多白玉，其下多赤銅。有獸焉，其狀如猿，而白首赤足，名曰朱厭，見則大兵。,"小次之山,朱厭,白玉,猿",西山經
白玉,又西四百里，曰小次之山，其上多白玉，其下多赤銅。有獸焉，其狀如猿，而白首赤足，名曰朱厭，見則大兵。,"小次之山,朱厭,赤銅,猿",西山經
猿,又西四百里，曰小次之山，其上多白玉，其下多赤銅。有獸焉，其狀如猿，而白首赤足，名曰朱厭，見則大兵。,"小次之山,朱厭,赤銅,白玉",西山經
大次之山,又西三百里，曰大次之山，其陽多堊，其陰多碧，其獸多㸲牛、麢羊。,"㸲牛,羊,麢,碧,堊",西山經
㸲牛,又西三百里，曰大次之山，其陽多堊，其陰多碧，其獸多㸲牛、麢羊。,"大次之山,羊,麢,碧,堊",西山經
羊,又西三百里，曰大次之山，其陽多堊，其陰多碧，其獸多㸲牛、麢羊。,"大次之山,㸲牛,麢,碧,堊",西山經
麢,又西三百里，曰大次之山，其陽多堊，其陰多碧，其獸多㸲牛、麢羊。,"大次之山,㸲牛,羊,碧,堊",西山經
碧,又西三百里，曰大次之山，其陽多堊，其陰多碧，其獸多㸲牛、麢羊。,"大次之山,㸲牛,羊,麢,堊",西山經
堊,又西三百里，曰大次之山，其陽多堊，其陰多碧，其獸多㸲牛、麢羊。,"大次之山,㸲牛,羊,麢,碧",西山經
玉,又西四百里，曰薰吳之山，無草木，多金玉。,金,西山經
金,又西四百里，曰薰吳之山，無草木，多金玉。,玉,西山經
㸲牛,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"豫章,稷,犀,犳,虎,兕,柟",西山經
豫章,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"㸲牛,稷,犀,犳,虎,兕,柟",西山經
稷,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"㸲牛,豫章,犀,犳,虎,兕,柟",西山經
犀,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"㸲牛,豫章,稷,犳,虎,兕,柟",西山經
犳,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"㸲牛,豫章,稷,犀,虎,兕,柟",西山經
虎,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"㸲牛,豫章,稷,犀,犳,兕,柟",西山經
兕,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"㸲牛,豫章,稷,犀,犳,虎,柟",西山經
柟,又西四百里，曰㕄陽之山，其木多稷、柟、豫章，其獸多犀、兕、虎、犳、㸲牛。,"㸲牛,豫章,稷,犀,犳,虎,兕",西山經
㻬琈之玉,又西二百五十里，曰眾獸之山，其上多㻬琈之玉，其下多檀楮，多黃金，其獸多犀、兕。,"犀,兕,檀,楮,金",西山經
犀,又西二百五十里，曰眾獸之山，其上多㻬琈之玉，其下多檀楮，多黃金，其獸多犀、兕。,"㻬琈之玉,兕,檀,楮,金",西山經
兕,又西二百五十里，曰眾獸之山，其上多㻬琈之玉，其下多檀楮，多黃金，其獸多犀、兕。,"㻬琈之玉,犀,檀,楮,金",西山經
檀,又西二百五十里，曰眾獸之山，其上多㻬琈之玉，其下多檀楮，多黃金，其獸多犀、兕。,"㻬琈之玉,犀,兕,楮,金",西山經
楮,又西二百五十里，曰眾獸之山，其上多㻬琈之玉，其下多檀楮，多黃金，其獸多犀、兕。,"㻬琈之玉,犀,兕,檀,金",西山經
金,又西二百五十里，曰眾獸之山，其上多㻬琈之玉，其下多檀楮，多黃金，其獸多犀、兕。,"㻬琈之玉,犀,兕,檀,楮",西山經
皇人之山,又西五百里，曰皇人之山，其上多金玉，其下多青雄黃。皇水出焉，西流注于赤水，其中多丹粟。,"赤水,皇水,丹粟,玉,金",西山經
赤水,又西五百里，曰皇人之山，其上多金玉，其下多青雄黃。皇水出焉，西流注于赤水，其中多丹粟。,"皇人之山,皇水,丹粟,玉,金",西山經
皇水,又西五百里，曰皇人之山，其上多金玉，其下多青雄黃。皇水出焉，西流注于赤水，其中多丹粟。,"皇人之山,赤水,丹粟,玉,金",西山經
丹粟,又西五百里，曰皇人之山，其上多金玉，其下多青雄黃。皇水出焉，西流注于赤水，其中多丹粟。,"皇人之山,赤水,皇水,玉,金",西山經
玉,又西五百里，曰皇人之山，其上多金玉，其下多青雄黃。皇水出焉，西流注于赤水，其中多丹粟。,"皇人之山,赤水,皇水,丹粟,金",西山經
金,又西五百里，曰皇人之山，其上多金玉，其下多青雄黃。皇水出焉，西流注于赤水，其中多丹粟。,"皇人之山,赤水,皇水,丹粟,玉",西山經
中皇之山,又西三百里，曰中皇之山，其上多黃金，其下多蕙、棠。,"棠,蕙,金",西山經
棠,又西三百里，曰中皇之山，其上多黃金，其下多蕙、棠。,"中皇之山,蕙,金",西山經
蕙,又西三百里，曰中皇之山，其上多黃金，其下多蕙、棠。,"中皇之山,棠,金",西山經
金,又西三百里，曰中皇之山，其上多黃金，其下多蕙、棠。,"中皇之山,棠,蕙",西山經
西皇之山,又西三百五十里，曰西皇之山，其陽多金，其陰多鐵，其獸多麋鹿、㸲牛。,"㸲牛,鹿,麋,金,鐵",西山經
㸲牛,又西三百五十里，曰西皇之山，其陽多金，其陰多鐵，其獸多麋鹿、㸲牛。,"西皇之山,鹿,麋,金,鐵",西山經
鹿,又西三百五十里，曰西皇之山，其陽多金，其陰多鐵，其獸多麋鹿、㸲牛。,"西皇之山,㸲牛,麋,金,鐵",西山經
麋,又西三百五十里，曰西皇之山，其陽多金，其陰多鐵，其獸多麋鹿、㸲牛。,"西皇之山,㸲牛,鹿,金,鐵",西山經
金,又西三百五十里，曰西皇之山，其陽多金，其陰多鐵，其獸多麋鹿、㸲牛。,"西皇之山,㸲牛,鹿,麋,鐵",西山經
鐵,又西三百五十里，曰西皇之山，其陽多金，其陰多鐵，其獸多麋鹿、㸲牛。,"西皇之山,㸲牛,鹿,麋,金",西山經
羅羅,又西三百五十里，曰萊山，其木多檀楮，其鳥多羅羅，是食人。,"萊山,檀,楮",西山經
萊山,又西三百五十里，曰萊山，其木多檀楮，其鳥多羅羅，是食人。,"羅羅,檀,楮",西山經
檀,又西三百五十里，曰萊山，其木多檀楮，其鳥多羅羅，是食人。,"羅羅,萊山,楮",西山經
楮,又西三百五十里，曰萊山，其木多檀楮，其鳥多羅羅，是食人。,"羅羅,萊山,檀",西山經
飛獸之神,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"西次二經,萊山,鈐山,白菅,少牢,雄鷄,馬,牛,杖,毛,席,糈",西山經
西次二經,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,萊山,鈐山,白菅,少牢,雄鷄,馬,牛,杖,毛,席,糈",西山經
萊山,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,鈐山,白菅,少牢,雄鷄,馬,牛,杖,毛,席,糈",西山經
鈐山,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,白菅,少牢,雄鷄,馬,牛,杖,毛,席,糈",西山經
白菅,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,少牢,雄鷄,馬,牛,杖,毛,席,糈",西山經
少牢,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,雄鷄,馬,牛,杖,毛,席,糈",西山經
雄鷄,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,少牢,馬,牛,杖,毛,席,糈",西山經
馬,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,少牢,雄鷄,牛,杖,毛,席,糈",西山經
牛,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,少牢,雄鷄,馬,杖,毛,席,糈",西山經
杖,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,少牢,雄鷄,馬,牛,毛,席,糈",西山經
毛,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,少牢,雄鷄,馬,牛,杖,席,糈",西山經
席,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,少牢,雄鷄,馬,牛,杖,毛,糈",西山經
糈,凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。,"飛獸之神,西次二經,萊山,鈐山,白菅,少牢,雄鷄,馬,牛,杖,毛,席",西山經
崇吾之山,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,禺,豹,虎,河,相,枳,投",西山經
西次三經,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,䍃之澤,舉父,蠻蠻,鳧,帝,禺,豹,虎,河,相,枳,投",西山經
䍃之澤,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,舉父,蠻蠻,鳧,帝,禺,豹,虎,河,相,枳,投",西山經
舉父,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,蠻蠻,鳧,帝,禺,豹,虎,河,相,枳,投",西山經
蠻蠻,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,鳧,帝,禺,豹,虎,河,相,枳,投",西山經
鳧,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,帝,禺,豹,虎,河,相,枳,投",西山經
帝,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,禺,豹,虎,河,相,枳,投",西山經
禺,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,豹,虎,河,相,枳,投",西山經
豹,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,禺,虎,河,相,枳,投",西山經
虎,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,禺,豹,河,相,枳,投",西山經
河,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,禺,豹,虎,相,枳,投",西山經
相,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,禺,豹,虎,河,枳,投",西山經
枳,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,禺,豹,虎,河,相,投",西山經
投,《西次三經》之首，曰崇吾之山，在河之南，北望冡遂，南望䍃之澤，西望帝之搏、獸之丘，東望䗡淵。有木焉，員葉而白柎，赤華而黑理，其實如枳，食之宜子孫。有獸焉，其狀如禺而文臂，豹虎而善投，名曰舉父。有鳥焉，其狀如鳧，而一翼一目，相得乃飛，名曰蠻蠻，見則天下大水。,"崇吾之山,西次三經,䍃之澤,舉父,蠻蠻,鳧,帝,禺,豹,虎,河,相,枳",西山經
長沙之山,西北三百里，曰長沙之山，泚水出焉，北流注于泑水，無草木，多青雄黃。,"泑水,泚水",西山經
泑水,西北三百里，曰長沙之山，泚水出焉，北流注于泑水，無草木，多青雄黃。,"長沙之山,泚水",西山經
泚水,西北三百里，曰長沙之山，泚水出焉，北流注于泑水，無草木，多青雄黃。,"長沙之山,泑水",西山經
嶽崇之山,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"不周之山,諸毗,泑澤,嘉果,河,棗,桃,勞",西山經
不周之山,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,諸毗,泑澤,嘉果,河,棗,桃,勞",西山經
諸毗,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,不周之山,泑澤,嘉果,河,棗,桃,勞",西山經
泑澤,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,不周之山,諸毗,嘉果,河,棗,桃,勞",西山經
嘉果,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,不周之山,諸毗,泑澤,河,棗,桃,勞",西山經
河,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,不周之山,諸毗,泑澤,嘉果,棗,桃,勞",西山經
棗,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,不周之山,諸毗,泑澤,嘉果,河,桃,勞",西山經
桃,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,不周之山,諸毗,泑澤,嘉果,河,棗,勞",西山經
勞,又西北三百七十里，曰不周之山。北望諸毗之山，臨彼嶽崇之山，東望泑澤，河水所潛也，其源渾渾泡泡。爰有嘉果，其實如桃，其葉如棗，黃華而赤柎，食之不勞。,"嶽崇之山,不周之山,諸毗,泑澤,嘉果,河,棗,桃",西山經
瑾瑜之玉,又西北四百二十里，曰峚山，其上多丹木，員葉而赤莖，黃華而赤實，其味如飴，食之不飢。丹水出焉，西流注于稷澤，其中多白玉，是有玉膏，其源沸沸湯湯，黃帝是食是饗。是生玄玉。玉膏所出，以灌丹木。丹木五歲，五色乃清，五味乃馨。黃帝乃取峚山之玉榮，而投之鍾山之陽。瑾瑜之玉為良，堅粟精密，濁澤有而光。五色發作，以和柔剛。天地鬼神，是食是饗；君子服之，以禦不祥。自峚山至于鍾山，四百六十里，其間盡澤也。是多奇鳥、怪獸、奇魚，皆異物焉。,"怪獸,鍾山,峚山,丹水,稷澤,盡澤,丹木,玄玉,玉膏,玉榮,白玉,帝,服,粟,饗,投,飴",西山經
怪獸,又西北四百二十里，曰峚山，其上多丹木，員葉而赤莖，黃華而赤實，其味如飴，食之不飢。丹水出焉，西流注于稷澤，其中多白玉，是有玉膏，其源沸沸湯湯，黃帝是食是饗。是生玄玉。玉膏所出，以灌丹木。丹木五歲，五色乃清，五味乃馨。黃帝乃取峚山之玉榮，而投之鍾山之陽。瑾瑜之玉為良，堅粟精密，濁澤有而光。五色發作，以和柔剛。天地鬼神，是食是饗；君子服之，以禦不祥。自峚山至于鍾山，四百六十里，其間盡澤也。是多奇鳥、怪獸、奇魚，皆異物焉。,"瑾瑜之玉,鍾山,峚山,丹水,稷澤,盡澤,丹木,玄玉,玉膏,玉榮,白玉,帝,服,粟,饗,投,飴",西山經
鍾山,又西北四百二十里，曰峚山，其上多丹木，員葉而赤莖，黃華而赤實，其味如飴，食之不飢。丹水出焉，西流注于稷澤，其中多白玉，是有玉膏，其源沸沸湯湯，黃帝是食是饗。是生玄玉。玉膏所出，以灌丹木。丹木五歲，五色乃清，五味乃馨。黃帝乃取峚山之玉榮，而投之鍾山之陽。瑾瑜之玉為良，堅粟精密，濁澤有而光。五色發作，以和柔剛。天地鬼神，是食是饗；君子服之，以禦不祥。自峚山至于鍾山，四百六十里，其間盡澤也。是多奇鳥、怪獸、奇魚，皆異物焉。,"瑾瑜之玉,怪獸,峚山,丹水,稷澤,盡澤,丹木,玄玉,玉膏,玉榮,白玉,帝,服,粟,饗,投,飴",西山經
峚山,又西北四百二十里，曰峚山，其上多丹木，員葉而赤莖，黃華而赤實，其味如飴，食之不飢。丹水出焉，西流注于稷澤，其中多白玉，是有玉膏，其源沸沸湯湯，黃帝是食是饗。是生玄玉。玉膏所出，以灌丹木。丹木五歲，五色乃清，五味乃馨。黃帝乃取峚山之玉榮，而投之鍾山之陽。瑾瑜之玉為良，堅粟精密，濁澤有而光。五色發作，以和柔剛。天地鬼神，是食是饗；君子服之，以禦不祥。自峚山至于鍾山，四百六十里，其間盡澤也。是多奇鳥、怪獸、奇魚，皆異物焉。,"瑾瑜之玉,怪獸,鍾山,丹水,稷澤,盡澤,丹木,玄玉,玉膏,玉榮,白玉,帝,服,粟,饗,投,飴",西山經
丹水,又西北四百二十里，曰峚山，其上多丹木，員葉而赤莖，黃華而赤實，其味如飴，食之不飢。丹水出焉，西流注于稷澤，其中多白玉，是有玉膏，其源沸沸湯湯，黃帝是食是饗。是生玄玉。玉膏所出，以灌丹木。丹木五歲，五色乃清，五味乃馨。黃帝乃取峚山之玉榮，而投之鍾山之陽。瑾瑜之玉為良，堅粟精密，濁澤有而光。五色發作，以和柔剛。天地鬼神，是食是饗；君子服之，以禦不祥。自峚山至于鍾山，四百六十里，其間盡澤也。是多奇鳥、怪獸、奇魚，皆異物焉。,"瑾瑜之玉,怪獸,鍾山,峚山,稷澤,盡澤,丹木,玄玉,玉膏,玉榮,白玉,帝,服,粟,饗,投,飴",西山經
