名字,原文行,相关人物,章节,关系,名字（拼音）,相关人物（拼音）
赤水,株樹在厭火北，生赤水上，其為樹如柏，葉皆為珠。一曰其為樹若彗。,"珠,若,厭",海外南經,"无关,无关,无关",chishui（赤水）,"zhu（珠）,ruo（若）,yan（厭）"
珠,株樹在厭火北，生赤水上，其為樹如柏，葉皆為珠。一曰其為樹若彗。,"赤水,若,厭",海外南經,"生长于,无关,无关",zhu（珠）,"chishui（赤水）,ruo（若）,yan（厭）"
若,株樹在厭火北，生赤水上，其為樹如柏，葉皆為珠。一曰其為樹若彗。,"赤水,珠,厭",海外南經,"无关,无关,无关",ruo（若）,"chishui（赤水）,zhu（珠）,yan（厭）"
厭,株樹在厭火北，生赤水上，其為樹如柏，葉皆為珠。一曰其為樹若彗。,"赤水,珠,若",海外南經,"无关,无关,无关",yan（厭）,"chishui（赤水）,zhu（珠）,ruo（若）"
三毛國,苗國在赤水東，其為人相隨。一曰三毛國。,"赤水,相",海外南經,"在东,无关",sanmaoguo（三毛國）,"chishui（赤水）,xiang（相）"
赤水,苗國在赤水東，其為人相隨。一曰三毛國。,"三毛國,相",海外南經,"无关,无关",chishui（赤水）,"sanmaoguo（三毛國）,xiang（相）"
相,苗國在赤水東，其為人相隨。一曰三毛國。,"三毛國,赤水",海外南經,"无关,无关",xiang（相）,"sanmaoguo（三毛國）,chishui（赤水）"
臷國,臷國在其東，其為人黃，能操弓射蛇。一曰臷國在三毛東。,"蛇,弓,毛",海外南經,"射,能操,无关",dieguo（臷國）,"she（蛇）,gong（弓）,mao（毛）"
蛇,臷國在其東，其為人黃，能操弓射蛇。一曰臷國在三毛東。,"臷國,弓,毛",海外南經,"射,射,无关",she（蛇）,"dieguo（臷國）,gong（弓）,mao（毛）"
弓,臷國在其東，其為人黃，能操弓射蛇。一曰臷國在三毛東。,"臷國,蛇,毛",海外南經,"能操,射,无关",gong（弓）,"dieguo（臷國）,she（蛇）,mao（毛）"
毛,臷國在其東，其為人黃，能操弓射蛇。一曰臷國在三毛東。,"臷國,蛇,弓",海外南經,"无关,无关,无关",mao（毛）,"dieguo（臷國）,she（蛇）,gong（弓）"
貫匈國,貫匈國在其東，其為人匈有竅。一曰在臷國東。,臷國,海外南經,在,guanxiongguo（貫匈國）,dieguo（臷國）
臷國,貫匈國在其東，其為人匈有竅。一曰在臷國東。,貫匈國,海外南經,在,dieguo（臷國）,guanxiongguo（貫匈國）
交脛國,交脛國在其東，其為人交脛。一曰在穿匈東。,穿匈,海外南經,在,jiaojingguo（交脛國）,chuanxiong（穿匈）
穿匈,交脛國在其東，其為人交脛。一曰在穿匈東。,交脛國,海外南經,在,chuanxiong（穿匈）,jiaojingguo（交脛國）
不死民,不死民在其東，其為人黑色，壽，不死。一曰在穿匈國東。,穿匈,海外南經,无关,busimin（不死民）,chuanxiong（穿匈）
穿匈,不死民在其東，其為人黑色，壽，不死。一曰在穿匈國東。,不死民,海外南經,相邻,chuanxiong（穿匈）,busimin（不死民）
壽華之野,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"鑿齒,崑崙,羿,盾,戈,弓,矢",海外南經,"战斗,东,战斗,持有,持,持有,持有",shouhuazhiye（壽華之野）,"zaochi（鑿齒）,kunlun（崑崙）,yi（羿）,dun（盾）,ge（戈）,gong（弓）,shi（矢）"
鑿齒,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"壽華之野,崑崙,羿,盾,戈,弓,矢",海外南經,"战斗,无关,射杀,持有,持,持,射杀",zaochi（鑿齒）,"shouhuazhiye（壽華之野）,kunlun（崑崙）,yi（羿）,dun（盾）,ge（戈）,gong（弓）,shi（矢）"
崑崙,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"壽華之野,鑿齒,羿,盾,戈,弓,矢",海外南經,"东,无关,无关,无关,无关,无关,持",kunlun（崑崙）,"shouhuazhiye（壽華之野）,zaochi（鑿齒）,yi（羿）,dun（盾）,ge（戈）,gong（弓）,shi（矢）"
羿,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"壽華之野,鑿齒,崑崙,盾,戈,弓,矢",海外南經,"战斗,射杀,无关,持有,持,持,持有",yi（羿）,"shouhuazhiye（壽華之野）,zaochi（鑿齒）,kunlun（崑崙）,dun（盾）,ge（戈）,gong（弓）,shi（矢）"
盾,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"壽華之野,鑿齒,崑崙,羿,戈,弓,矢",海外南經,"持,持有,无关,持,替代,对抗,抵挡",dun（盾）,"shouhuazhiye（壽華之野）,zaochi（鑿齒）,kunlun（崑崙）,yi（羿）,ge（戈）,gong（弓）,shi（矢）"
戈,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"壽華之野,鑿齒,崑崙,羿,盾,弓,矢",海外南經,"持,持,无关,持,无关,无关,无关",ge（戈）,"shouhuazhiye（壽華之野）,zaochi（鑿齒）,kunlun（崑崙）,yi（羿）,dun（盾）,gong（弓）,shi（矢）"
弓,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"壽華之野,鑿齒,崑崙,羿,盾,戈,矢",海外南經,"无关,射杀,无关,持,对抗,无关,搭配",gong（弓）,"shouhuazhiye（壽華之野）,zaochi（鑿齒）,kunlun（崑崙）,yi（羿）,dun（盾）,ge（戈）,shi（矢）"
矢,羿與鑿齒戰於壽華之野，羿射殺之。在崑崙墟東。羿持弓矢，鑿齒持盾。一曰戈。,"壽華之野,鑿齒,崑崙,羿,盾,戈,弓",海外南經,"使用,射杀,无关,持,对抗,无关,搭配",shi（矢）,"shouhuazhiye（壽華之野）,zaochi（鑿齒）,kunlun（崑崙）,yi（羿）,dun（盾）,ge（戈）,gong（弓）"
周饒國,周饒國在其東，其為人短小，冠帶。一曰焦僥國在三首東。,"焦僥國,帶,冠",海外南經,"无关,穿戴,佩戴",zhouraoguo（周饒國）,"jiaojiaoguo（焦僥國）,dai（帶）,guan（冠）"
焦僥國,周饒國在其東，其為人短小，冠帶。一曰焦僥國在三首東。,"周饒國,帶,冠",海外南經,"同义,穿戴,穿戴",jiaojiaoguo（焦僥國）,"zhouraoguo（周饒國）,dai（帶）,guan（冠）"
帶,周饒國在其東，其為人短小，冠帶。一曰焦僥國在三首東。,"周饒國,焦僥國,冠",海外南經,"穿戴,无关,穿戴",dai（帶）,"zhouraoguo（周饒國）,jiaojiaoguo（焦僥國）,guan（冠）"
冠,周饒國在其東，其為人短小，冠帶。一曰焦僥國在三首東。,"周饒國,焦僥國,帶",海外南經,"穿戴,穿戴,穿戴",guan（冠）,"zhouraoguo（周饒國）,jiaojiaoguo（焦僥國）,dai（帶）"
長臂國,長臂國在其東，捕魚水中，兩手各操一魚。一曰在焦僥東，捕魚海中。,魚水,海外南經,捕鱼,zhangbiguo（長臂國）,yushui（魚水）
魚水,長臂國在其東，捕魚水中，兩手各操一魚。一曰在焦僥東，捕魚海中。,長臂國,海外南經,捕捞,yushui（魚水）,zhangbiguo（長臂國）
文王,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"无关,无关,无关,无关,无关,葬同所,无关,无关,葬,无关,无关,无关,无关,无关",wenwang（文王）,"diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
帝嚳,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"无关,葬同山,无关,无关,无关,无关,无关,无关,葬于,无关,无关,无关,无关,无关",diku（帝嚳）,"wenwang（文王）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
帝堯,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"无关,无关,无关,无关,无关,无关,无关,无关,葬于,无关,无关,无关,无关,无关",diyao（帝堯）,"wenwang（文王）,diku（帝嚳）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
虖交,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,視肉,文虎,吁咽,離朱,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"无关,无关,无关,无关,无关,无关,无关,无关,存在,无关,无关,无关,无关,无关",hujiao（虖交）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
視肉,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,文虎,吁咽,離朱,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"无关,无关,无关,并列,无关,无关,无关,无关,存在,无关,无关,无关,无关,无关",shirou（視肉）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
文虎,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,吁咽,離朱,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"无关,无关,无关,共存,无关,无关,无关,无关,存在,无关,共存,并列,并列,并列",wenhu（文虎）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
吁咽,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,離朱,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"皆葬,无关,无关,无关,无关,无关,无关,无关,葬,无关,无关,无关,无关,无关",xuyan（吁咽）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
離朱,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,湯山,狄山,范林,蜼,熊,豹,羆",海外南經,"无关,无关,无关,无关,无关,无关,无关,无关,存在于,无关,无关,无关,无关,无关",lizhu（離朱）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
湯山,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,狄山,范林,蜼,熊,豹,羆",海外南經,"葬,无关,无关,存在,无关,存在,无关,存在,同名,无关,存在,存在,存在,存在",tangshan（湯山）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
狄山,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,范林,蜼,熊,豹,羆",海外南經,"葬,葬于,葬于,存在,存在,存在,葬,存在,同名,包含,存在,存在,存在,存在",dishan（狄山）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
范林,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,蜼,熊,豹,羆",海外南經,"无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,包含,存在,无关,包含",fanlin（范林）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,wei（蜼）,xiong（熊）,bao（豹）,pi（羆）"
蜼,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,范林,熊,豹,羆",海外南經,"无关,无关,无关,共存,无关,共存,无关,共存,无关,存在,无关,共存,共存,共存",wei（蜼）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,xiong（熊）,bao（豹）,pi（羆）"
熊,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,范林,蜼,豹,羆",海外南經,"无关,无关,无关,无关,共存,共存,无关,无关,无关,存在,无关,共存,共存,并列",xiong（熊）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,bao（豹）,pi（羆）"
豹,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,范林,蜼,熊,羆",海外南經,"无关,无关,无关,无关,无关,共存,无关,无关,无关,存在,无关,共存,无关,共存",bao（豹）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,pi（羆）"
羆,狄山，帝堯葬于陽，帝嚳葬于陰。爰有熊、羆、文虎、蜼、豹、離朱、視肉。吁咽、文王皆葬其所。一曰湯山。一曰爰有熊、羆、文虎、蜼、豹、離朱、𩿨久、視肉、虖交。其范林方三百里。,"文王,帝嚳,帝堯,虖交,視肉,文虎,吁咽,離朱,湯山,狄山,范林,蜼,熊,豹",海外南經,"无关,无关,无关,无关,无关,共存,无关,共存,无关,存在,无关,共存,并列,并列",pi（羆）,"wenwang（文王）,diku（帝嚳）,diyao（帝堯）,hujiao（虖交）,shirou（視肉）,wenhu（文虎）,xuyan（吁咽）,lizhu（離朱）,tangshan（湯山）,dishan（狄山）,fanlin（范林）,wei（蜼）,xiong（熊）,bao（豹）"
祝融,南方祝融，獸身人面，乘兩龍。,龍,海外南經,乘,zhurong（祝融）,long（龍）
龍,南方祝融，獸身人面，乘兩龍。,祝融,海外南經,乘,long（龍）,zhurong（祝融）
視肉,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"青馬,𨲠丘,嗟丘,東海,甘果,甘華,甘柤,遺玉,堯,楊",海外東經,"无关,存在,无关,无关,无关,无关,无关,无关,无关,无关",shirou（視肉）,"qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）,yang（楊）"
青馬,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,𨲠丘,嗟丘,東海,甘果,甘華,甘柤,遺玉,堯,楊",海外東經,"无关,存在,存在,无关,无关,无关,无关,无关,无关,无关",qingma（青馬）,"shirou（視肉）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）,yang（楊）"
𨲠丘,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,嗟丘,東海,甘果,甘華,甘柤,遺玉,堯,楊",海外東經,"存在,存在,同名,在,生长,存在,存在,有,无关,生长",𨲠qiu（𨲠丘）,"shirou（視肉）,qingma（青馬）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）,yang（楊）"
嗟丘,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,東海,甘果,甘華,甘柤,遺玉,堯,楊",海外東經,"存在,存在,同名,位于,生长,存在,包含,有,无关,生长",jieqiu（嗟丘）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）,yang（楊）"
東海,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,嗟丘,甘果,甘華,甘柤,遺玉,堯,楊",海外東經,"包含,存在,包含,包含,生长,包含,包含,包含,无关,无关",donghai（東海）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）,yang（楊）"
甘果,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,嗟丘,東海,甘華,甘柤,遺玉,堯,楊",海外東經,"无关,无关,生长,生长,生长于,生,包含,无关,无关,无关",ganguo（甘果）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）,yang（楊）"
甘華,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,嗟丘,東海,甘果,甘柤,遺玉,堯,楊",海外東經,"无关,无关,存在,无关,位于,无关,并列,无关,无关,无关",ganhua（甘華）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）,yang（楊）"
甘柤,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,嗟丘,東海,甘果,甘華,遺玉,堯,楊",海外東經,"共存,无关,生长,无关,位于,无关,并列,无关,无关,无关",ganzha（甘柤）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,yiyu（遺玉）,yao（堯）,yang（楊）"
遺玉,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,嗟丘,東海,甘果,甘華,甘柤,堯,楊",海外東經,"共存,并列,存在,包含,位于,无关,无关,共存,无关,无关",yiyu（遺玉）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yao（堯）,yang（楊）"
堯,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,嗟丘,東海,甘果,甘華,甘柤,遺玉,楊",海外東經,"无关,无关,无关,无关,葬东,无关,无关,无关,无关,无关",yao（堯）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yang（楊）"
楊,𨲠丘，爰有遺玉、青馬、視肉、楊柳、甘柤、甘華，甘果所生。在東海，兩山夾丘，上有樹木。一曰嗟丘，一曰百果所在，在堯葬東。,"視肉,青馬,𨲠丘,嗟丘,東海,甘果,甘華,甘柤,遺玉,堯",海外東經,"无关,无关,无关,无关,无关,无关,无关,无关,无关,无关",yang（楊）,"shirou（視肉）,qingma（青馬）,𨲠qiu（𨲠丘）,jieqiu（嗟丘）,donghai（東海）,ganguo（甘果）,ganhua（甘華）,ganzha（甘柤）,yiyu（遺玉）,yao（堯）"
大人國,大人國在其北，為人大，坐而削舡。一曰在𨲠丘北。,"𨲠丘,舡",海外東經,"北,削",darenguo（大人國）,"𨲠qiu（𨲠丘）,chuan（舡）"
𨲠丘,大人國在其北，為人大，坐而削舡。一曰在𨲠丘北。,"大人國,舡",海外東經,"在,无关",𨲠qiu（𨲠丘）,"darenguo（大人國）,chuan（舡）"
舡,大人國在其北，為人大，坐而削舡。一曰在𨲠丘北。,"大人國,𨲠丘",海外東經,"削,无关",chuan（舡）,"darenguo（大人國）,𨲠qiu（𨲠丘）"
肝榆之尸,奢比之尸在其北，獸身、人面、大耳，珥兩青蛇。一曰肝榆之尸在大人北。,"奢比之尸,青蛇,大人",海外東經,"无关,无关,在",ganyuzhishi（肝榆之尸）,"shebizhishi（奢比之尸）,qingshe（青蛇）,daren（大人）"
奢比之尸,奢比之尸在其北，獸身、人面、大耳，珥兩青蛇。一曰肝榆之尸在大人北。,"肝榆之尸,青蛇,大人",海外東經,"无关,佩戴,无关",shebizhishi（奢比之尸）,"ganyuzhishi（肝榆之尸）,qingshe（青蛇）,daren（大人）"
青蛇,奢比之尸在其北，獸身、人面、大耳，珥兩青蛇。一曰肝榆之尸在大人北。,"肝榆之尸,奢比之尸,大人",海外東經,"无关,珥,无关",qingshe（青蛇）,"ganyuzhishi（肝榆之尸）,shebizhishi（奢比之尸）,daren（大人）"
大人,奢比之尸在其北，獸身、人面、大耳，珥兩青蛇。一曰肝榆之尸在大人北。,"肝榆之尸,奢比之尸,青蛇",海外東經,"北,无关,无关",daren（大人）,"ganyuzhishi（肝榆之尸）,shebizhishi（奢比之尸）,qingshe（青蛇）"
肝榆之尸,君子國在其北，衣冠帶劍，食獸，使二大虎在旁，其人好讓不爭。有薰華草，朝生夕死。一曰在肝榆之尸北。,"君子國,華草,虎,帶,冠",海外東經,"在,无关,无关,无关,无关",ganyuzhishi（肝榆之尸）,"junziguo（君子國）,huacao（華草）,hu（虎）,dai（帶）,guan（冠）"
君子國,君子國在其北，衣冠帶劍，食獸，使二大虎在旁，其人好讓不爭。有薰華草，朝生夕死。一曰在肝榆之尸北。,"肝榆之尸,華草,虎,帶,冠",海外東經,"无关,无关,使,穿戴,穿戴",junziguo（君子國）,"ganyuzhishi（肝榆之尸）,huacao（華草）,hu（虎）,dai（帶）,guan（冠）"
華草,君子國在其北，衣冠帶劍，食獸，使二大虎在旁，其人好讓不爭。有薰華草，朝生夕死。一曰在肝榆之尸北。,"肝榆之尸,君子國,虎,帶,冠",海外東經,"无关,无关,无关,无关,无关",huacao（華草）,"ganyuzhishi（肝榆之尸）,junziguo（君子國）,hu（虎）,dai（帶）,guan（冠）"
